"","year","gender","agegroup","measurement","value"
"1623",2002,"Male","[35:40)","pt_popsize",322
"1624",2003,"Male","[35:40)","pt_popsize",297
"1625",2004,"Male","[35:40)","pt_popsize",345
"1626",2006,"Male","[35:40)","pt_popsize",421
"1627",2007,"Male","[35:40)","pt_popsize",443
"1628",2009,"Male","[35:40)","pt_popsize",486
"1629",2011,"Male","[35:40)","pt_popsize",566
"1630",2012,"Male","[35:40)","pt_popsize",617
"1631",2014,"Male","[35:40)","pt_popsize",648
"1632",2016,"Male","[35:40)","pt_popsize",716
"1633",1999,"Female","[40:45)","pt_popsize",253
"1634",2000,"Female","[40:45)","pt_popsize",316
"1635",2002,"Female","[40:45)","pt_popsize",334
"1636",2003,"Female","[40:45)","pt_popsize",347
"1637",2004,"Female","[40:45)","pt_popsize",364
"1638",2006,"Female","[40:45)","pt_popsize",350
"1639",2007,"Female","[40:45)","pt_popsize",361
"1640",2009,"Female","[40:45)","pt_popsize",365
"1641",2011,"Female","[40:45)","pt_popsize",393
"1642",2012,"Female","[40:45)","pt_popsize",488
"1643",2014,"Female","[40:45)","pt_popsize",613
"1644",2016,"Female","[40:45)","pt_popsize",721
"1645",1999,"Male","[40:45)","pt_popsize",156
"1646",2000,"Male","[40:45)","pt_popsize",197
"1647",2002,"Male","[40:45)","pt_popsize",201
"1648",2003,"Male","[40:45)","pt_popsize",205
"1649",2004,"Male","[40:45)","pt_popsize",218
"1650",2006,"Male","[40:45)","pt_popsize",269
"1651",2007,"Male","[40:45)","pt_popsize",302
"1652",2009,"Male","[40:45)","pt_popsize",361
"1653",2011,"Male","[40:45)","pt_popsize",414
"1654",2012,"Male","[40:45)","pt_popsize",444
"1655",2014,"Male","[40:45)","pt_popsize",507
"1656",2016,"Male","[40:45)","pt_popsize",548
"1657",1999,"Female","[45:50)","pt_popsize",201
"1658",2000,"Female","[45:50)","pt_popsize",239
"1659",2002,"Female","[45:50)","pt_popsize",286
"1660",2003,"Female","[45:50)","pt_popsize",227
"1661",2004,"Female","[45:50)","pt_popsize",257
"1662",2006,"Female","[45:50)","pt_popsize",337
"1663",2007,"Female","[45:50)","pt_popsize",332
"1664",2009,"Female","[45:50)","pt_popsize",345
"1665",2011,"Female","[45:50)","pt_popsize",348
"1666",2012,"Female","[45:50)","pt_popsize",329
"1667",2014,"Female","[45:50)","pt_popsize",349
"1668",2016,"Female","[45:50)","pt_popsize",406
"1669",1999,"Male","[45:50)","pt_popsize",128
"1670",2000,"Male","[45:50)","pt_popsize",161
"1671",2002,"Male","[45:50)","pt_popsize",203
"1672",2003,"Male","[45:50)","pt_popsize",155
"1673",2004,"Male","[45:50)","pt_popsize",143
"1674",2006,"Male","[45:50)","pt_popsize",185
"1675",2007,"Male","[45:50)","pt_popsize",214
"1676",2009,"Male","[45:50)","pt_popsize",223
"1677",2011,"Male","[45:50)","pt_popsize",242
"1678",2012,"Male","[45:50)","pt_popsize",305
"1679",2014,"Male","[45:50)","pt_popsize",368
"1680",2016,"Male","[45:50)","pt_popsize",420
